word_id,source_range,單字,詞性,定義,用法,詞性變化,三態（現在式-過去式-過去分詞）,現在分詞（V-ing）,常見搭配,相關字,同義字,反義字,範例
W377,46-50,novel,adj.,新的；新穎的,AI introduces novel challenges。,,,,novel in context：在語境中使用 novel；learn novel：學習 新的；新穎的,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a novel in context.：這份考卷在語境中使用 novel。
W378,46-50,patient safety,n.,病人安全,文章主題是 patient safety。,,,,patient safety in context：在語境中使用 patient safety；learn patient safety：學習 病人安全,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a patient safety in context.：這份考卷在語境中使用 patient safety。
W379,46-50,clinical,adj.,臨床的,clinical decision support。,,,,clinical in context：在語境中使用 clinical；learn clinical：學習 臨床的,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a clinical in context.：這份考卷在語境中使用 clinical。
W380,46-50,decision support,n.,決策支援,clinical decision support can improve diagnosis。,,,,decision support in context：在語境中使用 decision support；learn decision support：學習 決策支援,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a decision support in context.：這份考卷在語境中使用 decision support。
W381,46-50,diagnosis,n.,診斷,AI may improve diagnosis。,,,,diagnosis in context：在語境中使用 diagnosis；learn diagnosis：學習 診斷,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a diagnosis in context.：這份考卷在語境中使用 diagnosis。
W382,46-50,identification,n.,辨識；識別,identification of rare diseases。,,,,identification in context：在語境中使用 identification；learn identification：學習 辨識；識別,exam passage：考卷文章；context：語境；review：複習,,,This exam uses an identification in context.：這份考卷在語境中使用 identification。
W383,46-50,rare disease,n.,罕見疾病,AI may identify rare diseases。,,,,rare disease in context：在語境中使用 rare disease；learn rare disease：學習 罕見疾病,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a rare disease in context.：這份考卷在語境中使用 rare disease。
W384,46-50,treatment,n.,治療,AI may offer treatment options。,,,,treatment in context：在語境中使用 treatment；learn treatment：學習 治療,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a treatment in context.：這份考卷在語境中使用 treatment。
W385,46-50,option,n.,選項；選擇,higher-value treatment options。,,,,option in context：在語境中使用 option；learn option：學習 選項；選擇,exam passage：考卷文章；context：語境；review：複習,,,This exam uses an option in context.：這份考卷在語境中使用 option。
W386,46-50,harm,n./v.,傷害,AI can create harm。,,,,harm in context：在語境中使用 harm；learn harm：學習 傷害,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a harm in context.：這份考卷在語境中使用 harm。
W387,46-50,performance,n.,表現；性能,AI performance may change across populations。,,,,performance in context：在語境中使用 performance；learn performance：學習 表現；性能,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a performance in context.：這份考卷在語境中使用 performance。
W388,46-50,population,n.,人口；族群,different populations may affect AI performance。,,,,population in context：在語境中使用 population；learn population：學習 人口；族群,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a population in context.：這份考卷在語境中使用 population。
W389,46-50,originally,adv.,原本；最初,populations originally tested。,,,,originally in context：在語境中使用 originally；learn originally：學習 原本；最初,exam passage：考卷文章；context：語境；review：複習,,,This exam uses an originally in context.：這份考卷在語境中使用 originally。
W390,46-50,potentially,adv.,可能地；潛在地,potentially leading to incorrect diagnoses。,,,,potentially in context：在語境中使用 potentially；learn potentially：學習 可能地；潛在地,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a potentially in context.：這份考卷在語境中使用 potentially。
W391,46-50,incorrect,adj.,不正確的,incorrect diagnoses or treatments。,,,,incorrect in context：在語境中使用 incorrect；learn incorrect：學習 不正確的,exam passage：考卷文章；context：語境；review：複習,,,This exam uses an incorrect in context.：這份考卷在語境中使用 incorrect。
W392,46-50,additionally,adv.,此外,Additionally introduces another point。,,,,additionally in context：在語境中使用 additionally；learn additionally：學習 此外,exam passage：考卷文章；context：語境；review：複習,,,This exam uses an additionally in context.：這份考卷在語境中使用 additionally。
W393,46-50,misuse,v./n.,誤用；濫用,clinicians may misuse AI。,,,,misuse in context：在語境中使用 misuse；learn misuse：學習 誤用；濫用,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a misuse in context.：這份考卷在語境中使用 misuse。
W394,46-50,endanger,v.,危及,misusing AI endangers patient safety。,,,,endanger in context：在語境中使用 endanger；learn endanger：學習 危及,exam passage：考卷文章；context：語境；review：複習,,,This exam uses an endanger in context.：這份考卷在語境中使用 endanger。
W395,46-50,implementation,n.,實施；導入,implementation of technology can affect safety。,,,,implementation in context：在語境中使用 implementation；learn implementation：學習 實施；導入,exam passage：考卷文章；context：語境；review：複習,,,This exam uses an implementation in context.：這份考卷在語境中使用 implementation。
W396,46-50,technology,n.,科技；技術,new healthcare technology。,,,,technology in context：在語境中使用 technology；learn technology：學習 科技；技術,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a technology in context.：這份考卷在語境中使用 technology。
W397,46-50,medical error,n.,醫療錯誤,technology may increase medical errors。,,,,medical error in context：在語境中使用 medical error；learn medical error：學習 醫療錯誤,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a medical error in context.：這份考卷在語境中使用 medical error。
W398,46-50,traditional,adj.,傳統的,traditional decision support systems。,,,,traditional in context：在語境中使用 traditional；learn traditional：學習 傳統的,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a traditional in context.：這份考卷在語境中使用 traditional。
W399,46-50,alert fatigue,n.,警示疲勞,decision support systems caused alert fatigue。,,,,alert fatigue in context：在語境中使用 alert fatigue；learn alert fatigue：學習 警示疲勞,exam passage：考卷文章；context：語境；review：複習,,,This exam uses an alert fatigue in context.：這份考卷在語境中使用 alert fatigue。
W400,46-50,medical education,n.,醫學教育,medical education lacks AI training。,,,,medical education in context：在語境中使用 medical education；learn medical education：學習 醫學教育,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a medical education in context.：這份考卷在語境中使用 medical education。
W401,46-50,integrate,v.,整合,integrating AI algorithms into decisions。,,,,integrate in context：在語境中使用 integrate；learn integrate：學習 整合,exam passage：考卷文章；context：語境；review：複習,,,This exam uses an integrate in context.：這份考卷在語境中使用 integrate。
W402,46-50,algorithm,n.,演算法,AI algorithms in medical decisions。,,,,algorithm in context：在語境中使用 algorithm；learn algorithm：學習 演算法,exam passage：考卷文章；context：語境；review：複習,,,This exam uses an algorithm in context.：這份考卷在語境中使用 algorithm。
W403,46-50,simulation,n.,模擬,using simulation to mitigate harms。,,,,simulation in context：在語境中使用 simulation；learn simulation：學習 模擬,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a simulation in context.：這份考卷在語境中使用 simulation。
W404,46-50,prevention,n.,預防,patient safety is prevention of harm。,,,,prevention in context：在語境中使用 prevention；learn prevention：學習 預防,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a prevention in context.：這份考卷在語境中使用 prevention。
W405,46-50,effectiveness,n.,有效性,effectiveness of patient safety efforts。,,,,effectiveness in context：在語境中使用 effectiveness；learn effectiveness：學習 有效性,exam passage：考卷文章；context：語境；review：複習,,,This exam uses an effectiveness in context.：這份考卷在語境中使用 effectiveness。
W406,46-50,debated,adj.,有爭議的；被討論的,effectiveness remains debated。,,,,debated in context：在語境中使用 debated；learn debated：學習 有爭議的；被討論的,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a debated in context.：這份考卷在語境中使用 debated。
W407,46-50,mandating,v.,命令；要求,executive order mandating federal agencies。,,,,mandating in context：在語境中使用 mandating；learn mandating：學習 命令；要求,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a mandating in context.：這份考卷在語境中使用 mandating。
W408,46-50,federal,adj.,聯邦的,federal agencies。,,,,federal in context：在語境中使用 federal；learn federal：學習 聯邦的,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a federal in context.：這份考卷在語境中使用 federal。
W409,46-50,agency,n.,機關；代理商,federal agencies develop standards。,,,,agency in context：在語境中使用 agency；learn agency：學習 機關；代理商,exam passage：考卷文章；context：語境；review：複習,,,This exam uses an agency in context.：這份考卷在語境中使用 agency。
W410,46-50,application,n.,應用；申請,AI applications in healthcare。,,,,application in context：在語境中使用 application；learn application：學習 應用；申請,exam passage：考卷文章；context：語境；review：複習,,,This exam uses an application in context.：這份考卷在語境中使用 application。
W411,46-50,task force,n.,專案小組,HHS created a task force。,,,,task force in context：在語境中使用 task force；learn task force：學習 專案小組,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a task force in context.：這份考卷在語境中使用 task force。
W412,46-50,ensure,v.,確保,task force ensures safe deployment。,,,,ensure in context：在語境中使用 ensure；learn ensure：學習 確保,exam passage：考卷文章；context：語境；review：複習,,,This exam uses an ensure in context.：這份考卷在語境中使用 ensure。
W413,46-50,continuous,adj.,持續的,encourages continuous learning。,,,,continuous in context：在語境中使用 continuous；learn continuous：學習 持續的,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a continuous in context.：這份考卷在語境中使用 continuous。
W414,46-50,approval,n.,核准；批准,FDA role in software approval。,,,,approval in context：在語境中使用 approval；learn approval：學習 核准；批准,exam passage：考卷文章；context：語境；review：複習,,,This exam uses an approval in context.：這份考卷在語境中使用 approval。
W415,46-50,electronic health record,n.,電子病歷,AI inclusion in electronic health records。,,,,electronic health record in context：在語境中使用 electronic health record；learn electronic health record：學習 電子病歷,exam passage：考卷文章；context：語境；review：複習,,,This exam uses an electronic health record in context.：這份考卷在語境中使用 electronic health record。
W416,46-50,civil rights,n.,公民權,OCR ensures AI not violating civil rights。,,,,civil rights in context：在語境中使用 civil rights；learn civil rights：學習 公民權,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a civil rights in context.：這份考卷在語境中使用 civil rights。
W417,46-50,condition,n.,條件；狀況,condition of participation。,,,,condition in context：在語境中使用 condition；learn condition：學習 條件；狀況,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a condition in context.：這份考卷在語境中使用 condition。
W418,46-50,participation,n.,參與,condition of participation in Medicare。,,,,participation in context：在語境中使用 participation；learn participation：學習 參與,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a participation in context.：這份考卷在語境中使用 participation。
W419,46-50,authorize,v.,授權,Social Security Act authorizes the Secretary。,,,,authorize in context：在語境中使用 authorize；learn authorize：學習 授權,exam passage：考卷文章；context：語境；review：複習,,,This exam uses an authorize in context.：這份考卷在語境中使用 authorize。
W420,46-50,impose,v.,施加；強制實施,impose additional requirements。,,,,impose in context：在語境中使用 impose；learn impose：學習 施加；強制實施,exam passage：考卷文章；context：語境；review：複習,,,This exam uses an impose in context.：這份考卷在語境中使用 impose。
W421,46-50,requirement,n.,要求；規定,additional requirements for health and safety。,,,,requirement in context：在語境中使用 requirement；learn requirement：學習 要求；規定,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a requirement in context.：這份考卷在語境中使用 requirement。
W422,46-50,investigate,v.,調查,agencies investigate harms。,,,,investigate in context：在語境中使用 investigate；learn investigate：學習 調查,exam passage：考卷文章；context：語境；review：複習,,,This exam uses an investigate in context.：這份考卷在語境中使用 investigate。
W423,46-50,policy,n.,政策,policies and procedures protect patients。,,,,policy in context：在語境中使用 policy；learn policy：學習 政策,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a policy in context.：這份考卷在語境中使用 policy。
W424,46-50,effectively,adv.,有效地,procedures effectively protect patients。,,,,effectively in context：在語境中使用 effectively；learn effectively：學習 有效地,exam passage：考卷文章；context：語境；review：複習,,,This exam uses an effectively in context.：這份考卷在語境中使用 effectively。
W425,46-50,minimize,v.,使最小化；降低,minimize harm while maximizing safety。,,,,minimize in context：在語境中使用 minimize；learn minimize：學習 使最小化；降低,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a minimize in context.：這份考卷在語境中使用 minimize。
W426,46-50,maximize,v.,使最大化,maximize safety。,,,,maximize in context：在語境中使用 maximize；learn maximize：學習 使最大化,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a maximize in context.：這份考卷在語境中使用 maximize。
W427,46-50,neglect,n./v.,疏忽；忽視,"reports of abuse, neglect, or noncompliance。",,,,neglect in context：在語境中使用 neglect；learn neglect：學習 疏忽；忽視,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a neglect in context.：這份考卷在語境中使用 neglect。
W428,46-50,critical,adj.,關鍵的；嚴重的,critical events such as deaths。,,,,critical in context：在語境中使用 critical；learn critical：學習 關鍵的；嚴重的,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a critical in context.：這份考卷在語境中使用 critical。
W429,46-50,unexpected,adj.,意外的；未預期的,unexpected deaths。,,,,unexpected in context：在語境中使用 unexpected；learn unexpected：學習 意外的；未預期的,exam passage：考卷文章；context：語境；review：複習,,,This exam uses an unexpected in context.：這份考卷在語境中使用 unexpected。
W430,46-50,injury,n.,傷害；受傷,serious injuries。,,,,injury in context：在語境中使用 injury；learn injury：學習 傷害；受傷,exam passage：考卷文章；context：語境；review：複習,,,This exam uses an injury in context.：這份考卷在語境中使用 injury。
W431,46-50,obligated,adj.,有義務的,hospitals are obligated to conduct QAPI。,,,,obligated in context：在語境中使用 obligated；learn obligated：學習 有義務的,exam passage：考卷文章；context：語境；review：複習,,,This exam uses an obligated in context.：這份考卷在語境中使用 obligated。
W432,46-50,statutory,adj.,法定的,no separate statutory authority。,,,,statutory in context：在語境中使用 statutory；learn statutory：學習 法定的,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a statutory in context.：這份考卷在語境中使用 statutory。
W433,46-50,regulate,v.,規範；監管,regulate AI in clinical care。,,,,regulate in context：在語境中使用 regulate；learn regulate：學習 規範；監管,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a regulate in context.：這份考卷在語境中使用 regulate。
W434,46-50,qualification,n.,資格,qualifications and responsibilities of users。,,,,qualification in context：在語境中使用 qualification；learn qualification：學習 資格,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a qualification in context.：這份考卷在語境中使用 qualification。
W435,46-50,transparency,n.,透明度,principles include transparency。,,,,transparency in context：在語境中使用 transparency；learn transparency：學習 透明度,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a transparency in context.：這份考卷在語境中使用 transparency。
W436,46-50,fairness,n.,公正；公平,trustworthy AI requires fairness。,,,,fairness in context：在語境中使用 fairness；learn fairness：學習 公正；公平,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a fairness in context.：這份考卷在語境中使用 fairness。
W437,46-50,usefulness,n.,有用性,principles include usefulness。,,,,usefulness in context：在語境中使用 usefulness；learn usefulness：學習 有用性,exam passage：考卷文章；context：語境；review：複習,,,This exam uses an usefulness in context.：這份考卷在語境中使用 usefulness。
W438,46-50,trustworthy,adj.,可信任的,trustworthy solutions in patient care。,,,,trustworthy in context：在語境中使用 trustworthy；learn trustworthy：學習 可信任的,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a trustworthy in context.：這份考卷在語境中使用 trustworthy。
W439,46-50,partnership,n.,合作關係,public-private partnerships。,,,,partnership in context：在語境中使用 partnership；learn partnership：學習 合作關係,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a partnership in context.：這份考卷在語境中使用 partnership。
W440,46-50,local,adj.,地方的；本地的,local AI governance。,,,,local in context：在語境中使用 local；learn local：學習 地方的；本地的,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a local in context.：這份考卷在語境中使用 local。
W441,46-50,governance,n.,治理,AI governance should provide transparency。,,,,governance in context：在語境中使用 governance；learn governance：學習 治理,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a governance in context.：這份考卷在語境中使用 governance。
W442,46-50,inconsistent,adj.,不一致的,avoid inconsistent use。,,,,inconsistent in context：在語境中使用 inconsistent；learn inconsistent：學習 不一致的,exam passage：考卷文章；context：語境；review：複習,,,This exam uses an inconsistent in context.：這份考卷在語境中使用 inconsistent。
W443,46-50,appropriate,adj.,適當的,appropriate technical expertise。,,,,appropriate in context：在語境中使用 appropriate；learn appropriate：學習 適當的,exam passage：考卷文章；context：語境；review：複習,,,This exam uses an appropriate in context.：這份考卷在語境中使用 appropriate。
W444,46-50,technical expertise,n.,技術專業,organizations need technical expertise。,,,,technical expertise in context：在語境中使用 technical expertise；learn technical expertise：學習 技術專業,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a technical expertise in context.：這份考卷在語境中使用 technical expertise。
W445,46-50,independent,adj.,獨立的,independent entities such as assurance labs。,,,,independent in context：在語境中使用 independent；learn independent：學習 獨立的,exam passage：考卷文章；context：語境；review：複習,,,This exam uses an independent in context.：這份考卷在語境中使用 independent。
W446,46-50,assurance,n.,保證；確保,assurance laboratories。,,,,assurance in context：在語境中使用 assurance；learn assurance：學習 保證；確保,exam passage：考卷文章；context：語境；review：複習,,,This exam uses an assurance in context.：這份考卷在語境中使用 assurance。
W447,46-50,monitor,v.,監測；監控,governance structures monitor safety events。,,,,monitor in context：在語境中使用 monitor；learn monitor：學習 監測；監控,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a monitor in context.：這份考卷在語境中使用 monitor。
W448,46-50,contributing factor,n.,促成因素,AI may be a contributing factor in harm。,,,,contributing factor in context：在語境中使用 contributing factor；learn contributing factor：學習 促成因素,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a contributing factor in context.：這份考卷在語境中使用 contributing factor。
W449,46-50,empower,v.,授權；使能夠,CoPs empower CMS to regulate AI。,,,,empower in context：在語境中使用 empower；learn empower：學習 授權；使能夠,exam passage：考卷文章；context：語境；review：複習,,,This exam uses an empower in context.：這份考卷在語境中使用 empower。
W450,46-50,bedside,n.,病床邊；臨床現場,regulate AI at the bedside。,,,,bedside in context：在語境中使用 bedside；learn bedside：學習 病床邊；臨床現場,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a bedside in context.：這份考卷在語境中使用 bedside。
W451,46-50,identify,v.,辨識；確認,hospitals must identify issue source。,,,,identify in context：在語境中使用 identify；learn identify：學習 辨識；確認,exam passage：考卷文章；context：語境；review：複習,,,This exam uses an identify in context.：這份考卷在語境中使用 identify。
W452,46-50,intrinsic,adj.,內在的；固有的,intrinsic algorithm flaw。,,,,intrinsic in context：在語境中使用 intrinsic；learn intrinsic：學習 內在的；固有的,exam passage：考卷文章；context：語境；review：複習,,,This exam uses an intrinsic in context.：這份考卷在語境中使用 intrinsic。
W453,46-50,flaw,n.,缺陷；瑕疵,algorithm flaw causes error。,,,,flaw in context：在語境中使用 flaw；learn flaw：學習 缺陷；瑕疵,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a flaw in context.：這份考卷在語境中使用 flaw。
W454,46-50,incident,n.,事件,safety incidents should be reported。,,,,incident in context：在語境中使用 incident；learn incident：學習 事件,exam passage：考卷文章；context：語境；review：複習,,,This exam uses an incident in context.：這份考卷在語境中使用 incident。
W455,46-50,manufacturer,n.,製造商,report incidents to manufacturer。,,,,manufacturer in context：在語境中使用 manufacturer；learn manufacturer：學習 製造商,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a manufacturer in context.：這份考卷在語境中使用 manufacturer。
W456,46-50,risk,n./v.,風險；冒險,risks managed by implementer。,,,,risk in context：在語境中使用 risk；learn risk：學習 風險；冒險,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a risk in context.：這份考卷在語境中使用 risk。
W457,46-50,implementer,n.,實施者；導入者,risks managed by the implementer。,,,,implementer in context：在語境中使用 implementer；learn implementer：學習 實施者；導入者,exam passage：考卷文章；context：語境；review：複習,,,This exam uses an implementer in context.：這份考卷在語境中使用 implementer。
W458,46-50,cleared,adj.,核准的；通過審查的,FDA-cleared AI technologies。,,,,cleared in context：在語境中使用 cleared；learn cleared：學習 核准的；通過審查的,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a cleared in context.：這份考卷在語境中使用 cleared。
W459,46-50,mechanism,n.,機制,mechanism to report errors。,,,,mechanism in context：在語境中使用 mechanism；learn mechanism：學習 機制,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a mechanism in context.：這份考卷在語境中使用 mechanism。
W460,46-50,influenced,adj.,受影響的,AI-influenced medical errors。,,,,influenced in context：在語境中使用 influenced；learn influenced：學習 受影響的,exam passage：考卷文章；context：語境；review：複習,,,This exam uses an influenced in context.：這份考卷在語境中使用 influenced。
W461,46-50,finding,n.,發現；調查結果,QAPI findings reported back。,,,,finding in context：在語境中使用 finding；learn finding：學習 發現；調查結果,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a finding in context.：這份考卷在語境中使用 finding。
W462,46-50,existing,adj.,現有的,existing authority under CoPs。,,,,existing in context：在語境中使用 existing；learn existing：學習 現有的,exam passage：考卷文章；context：語境；review：複習,,,This exam uses an existing in context.：這份考卷在語境中使用 existing。
W463,46-50,assessment,n.,評估,algorithm assessment left to FDA。,,,,assessment in context：在語境中使用 assessment；learn assessment：學習 評估,exam passage：考卷文章；context：語境；review：複習,,,This exam uses an assessment in context.：這份考卷在語境中使用 assessment。
W464,46-50,outcome,n.,結果,AI may improve patient outcomes。,,,,outcome in context：在語境中使用 outcome；learn outcome：學習 結果,exam passage：考卷文章；context：語境；review：複習,,,This exam uses an outcome in context.：這份考卷在語境中使用 outcome。
W465,46-50,critical goal,n.,關鍵目標,critical goal is enhancing safety。,,,,critical goal in context：在語境中使用 critical goal；learn critical goal：學習 關鍵目標,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a critical goal in context.：這份考卷在語境中使用 critical goal。
W466,46-50,enhance,v.,提升；增強,employ AI in enhancing safety。,,,,enhance in context：在語境中使用 enhance；learn enhance：學習 提升；增強,exam passage：考卷文章；context：語境；review：複習,,,This exam uses an enhance in context.：這份考卷在語境中使用 enhance。
W467,46-50,source,n.,來源；根源,new sources of medical harm。,,,,source in context：在語境中使用 source；learn source：學習 來源；根源,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a source in context.：這份考卷在語境中使用 source。
W468,46-50,continuously,adv.,持續地,mechanism for continuously improving。,,,,continuously in context：在語境中使用 continuously；learn continuously：學習 持續地,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a continuously in context.：這份考卷在語境中使用 continuously。
