word_id,source_range,單字,詞性,定義,用法,詞性變化,三態（現在式-過去式-過去分詞）,現在分詞（V-ing）,常見搭配,相關字,同義字,反義字,範例
W108,12,amniocentesis,n.,羊膜穿刺術,醫學檢查，可診斷胎兒疾病。,,,,amniocentesis in context：在語境中使用 amniocentesis；learn amniocentesis：學習「羊膜穿刺術」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses amniocentesis in context.：考卷在語境中使用 amniocentesis。
W109,12,diagnose,v.,診斷,diagnose fetal disorders。,,diagnose-diagnosed-diagnosed,diagnosing,diagnose in context：在語境中使用 diagnose；learn diagnose：學習「診斷」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses diagnose in context.：考卷在語境中使用 diagnose。
W110,12,fetal,adj.,胎兒的,fetal disorders。,,,,fetal in context：在語境中使用 fetal；learn fetal：學習「胎兒的」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses fetal in context.：考卷在語境中使用 fetal。
W111,12,disorder,n.,疾病；失調,fetal disorders。,,,,disorder in context：在語境中使用 disorder；learn disorder：學習「疾病；失調」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses disorder in context.：考卷在語境中使用 disorder。
W112,12,unborn,adj.,未出生的,unborn child。,,,,unborn in context：在語境中使用 unborn；learn unborn：學習「未出生的」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses unborn in context.：考卷在語境中使用 unborn。
W113,12,accuracy,n.,準確性,with 95 percent accuracy。,,,,accuracy in context：在語境中使用 accuracy；learn accuracy：學習「準確性」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses accuracy in context.：考卷在語境中使用 accuracy。
W114,13,heat,v./n.,加熱；熱,water is heated。,,heat-heated-heated,heating,heat in context：在語境中使用 heat；learn heat：學習「加熱；熱」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses heat in context.：考卷在語境中使用 heat。
W115,13,boil,v.,沸騰,water boils at 212 degrees F。,,boil-boiled-boiled,boiling,boil in context：在語境中使用 boil；learn boil：學習「沸騰」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses boil in context.：考卷在語境中使用 boil。
W116,13,escape,v.,逸出；逃脫,steam escapes。,,escape-escaped-escaped,escaping,escape in context：在語境中使用 escape；learn escape：學習「逸出；逃脫」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses escape in context.：考卷在語境中使用 escape。
W117,13,steam,n.,蒸汽,water escapes as steam。,,,,steam in context：在語境中使用 steam；learn steam：學習「蒸汽」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses steam in context.：考卷在語境中使用 steam。
W118,14,outbreak,n.,爆發；發生,outbreaks of disease。,,,,outbreak in context：在語境中使用 outbreak；learn outbreak：學習「爆發；發生」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses outbreak in context.：考卷在語境中使用 outbreak。
W119,14,disease,n.,疾病,outbreaks of disease。,,,,disease in context：在語境中使用 disease；learn disease：學習「疾病」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses disease in context.：考卷在語境中使用 disease。
W120,14,syndrome,n.,症候群,legionnaire's syndrome。,,,,syndrome in context：在語境中使用 syndrome；learn syndrome：學習「症候群」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses syndrome in context.：考卷在語境中使用 syndrome。
W121,14,cause,n./v.,原因；造成,doctors don't know what the cause is。,,,,cause in context：在語境中使用 cause；learn cause：學習「原因；造成」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses cause in context.：考卷在語境中使用 cause。
W122,15,suspension bridge,n.,吊橋,文法題中 In a suspension bridge。,,,,suspension bridge in context：在語境中使用 suspension bridge；learn suspension bridge：學習「吊橋」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses suspension bridge in context.：考卷在語境中使用 suspension bridge。
W123,15,tower,n.,塔,two towers carry cables。,,,,tower in context：在語境中使用 tower；learn tower：學習「塔」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses tower in context.：考卷在語境中使用 tower。
W124,15,flexible,adj.,有彈性的；可彎曲的,flexible cables。,,,,flexible in context：在語境中使用 flexible；learn flexible：學習「有彈性的；可彎曲的」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses flexible in context.：考卷在語境中使用 flexible。
W125,15,cable,n.,纜線；電纜,flexible cables attached at each end。,,,,cable in context：在語境中使用 cable；learn cable：學習「纜線；電纜」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses cable in context.：考卷在語境中使用 cable。
W126,15,firmly,adv.,牢固地,firmly attached。,,,,firmly in context：在語境中使用 firmly；learn firmly：學習「牢固地」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses firmly in context.：考卷在語境中使用 firmly。
W127,15,attach,v.,附上；固定,cables attached at each end。,,attach-attached-attached,attaching,attach in context：在語境中使用 attach；learn attach：學習「附上；固定」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses attach in context.：考卷在語境中使用 attach。
W128,16,inquiry,n.,調查；詢問,Inquiries are held。,,,,inquiry in context：在語境中使用 inquiry；learn inquiry：學習「調查；詢問」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses inquiry in context.：考卷在語境中使用 inquiry。
W129,16,procedure,n.,程序,procedure could be speeded up。,,,,procedure in context：在語境中使用 procedure；learn procedure：學習「程序」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses procedure in context.：考卷在語境中使用 procedure。
W130,16,speed up,phr. v.,加快,wish the procedure could be speeded up。,,,,speed up in context：在語境中使用 speed up；learn speed up：學習「加快」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses speed up in context.：考卷在語境中使用 speed up。
W131,17,director,n.,導演；主管,The director made use of technology。,,,,director in context：在語境中使用 director；learn director：學習「導演；主管」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses director in context.：考卷在語境中使用 director。
W132,17,make use of,phr.,利用；使用,made use of latest technology。,,,,make use of in context：在語境中使用 make use of；learn make use of：學習「利用；使用」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses make use of in context.：考卷在語境中使用 make use of。
W133,17,eventually,adv.,最後；終於,eventually took critics by storm。,,,,eventually in context：在語境中使用 eventually；learn eventually：學習「最後；終於」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses eventually in context.：考卷在語境中使用 eventually。
W134,17,critic,n.,評論家；批評者,critics and audience。,,,,critic in context：在語境中使用 critic；learn critic：學習「評論家；批評者」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses critic in context.：考卷在語境中使用 critic。
W135,17,audience,n.,觀眾,critics and audience。,,,,audience in context：在語境中使用 audience；learn audience：學習「觀眾」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses audience in context.：考卷在語境中使用 audience。
W136,17,take by storm,phr.,使大為轟動；征服,took critics and audience by storm。,,,,take by storm in context：在語境中使用 take by storm；learn take by storm：學習「使大為轟動；征服」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses take by storm in context.：考卷在語境中使用 take by storm。
W137,17,charisma,n.,魅力；領袖氣質,第17題干擾選項。,,,,charisma in context：在語境中使用 charisma；learn charisma：學習「魅力；領袖氣質」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses charisma in context.：考卷在語境中使用 charisma。
W138,17,anatomy,n.,解剖學；結構,第17題干擾選項。,,,,anatomy in context：在語境中使用 anatomy；learn anatomy：學習「解剖學；結構」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses anatomy in context.：考卷在語境中使用 anatomy。
